01/09/2019 04:30,459.47
01/09/2019 04:45,454.53
01/09/2019 06:00,365.81
01/09/2019 06:45,371.15
01/09/2019 07:15,371.94
01/09/2019 07:45,332.52
01/09/2019 09:00,270.66
01/09/2019 12:30,164.54
01/09/2019 14:00,104.22
01/09/2019 14:45,140.56
01/09/2019 15:00,153.22
01/09/2019 16:00,140.54
01/09/2019 16:15,98.12
01/09/2019 17:15,51.39
01/09/2019 19:00,159.03
01/09/2019 19:15,219.19
01/09/2019 21:15,609.88
01/09/2019 21:45,562.17
01/09/2019 23:00,182.06
01/09/2019 23:15,111.61
02/09/2019 00:45,0.36
02/09/2019 03:45,257.49
02/09/2019 06:30,209.98
02/09/2019 11:30,132.93
02/09/2019 14:30,351.97
02/09/2019 14:45,327.9
02/09/2019 16:00,339.07
02/09/2019 17:15,452.62
02/09/2019 17:30,524
02/09/2019 17:45,565.68
02/09/2019 20:00,1061.75
02/09/2019 22:15,1275.03
02/09/2019 23:30,1086.71
03/09/2019 03:30,907.96
03/09/2019 05:30,815.09
03/09/2019 08:15,879.41
03/09/2019 09:15,818.95
03/09/2019 09:30,795.73
03/09/2019 10:15,564.31
03/09/2019 14:30,333.26
03/09/2019 20:00,614.2
03/09/2019 20:15,634.1
03/09/2019 21:15,768.31
04/09/2019 01:15,467.74
04/09/2019 02:00,488.1
04/09/2019 03:45,740.5
04/09/2019 04:00,796.84
04/09/2019 04:15,943.73
04/09/2019 06:30,1234.15
04/09/2019 09:30,1269.16
04/09/2019 10:00,1292.66
04/09/2019 10:15,1307.97
04/09/2019 11:45,1464.82
04/09/2019 18:00,769.88
04/09/2019 18:30,1071.51
04/09/2019 22:00,1245.8
04/09/2019 22:30,1162.29
04/09/2019 22:45,1218.98
05/09/2019 00:00,1422.08
05/09/2019 00:45,1323.21
05/09/2019 02:30,1473.74
05/09/2019 02:45,1472.17
05/09/2019 04:15,1372.53
05/09/2019 05:30,1289.96
05/09/2019 06:30,1331.22
05/09/2019 07:15,1432.14
05/09/2019 08:00,1430.76
05/09/2019 09:45,1076.56
05/09/2019 10:45,1130.56
05/09/2019 12:15,958.43
05/09/2019 13:00,897.41
05/09/2019 13:30,876.09
05/09/2019 16:15,488.38
05/09/2019 16:45,493.14
05/09/2019 17:30,445.78
05/09/2019 19:45,131.38
05/09/2019 20:45,46
05/09/2019 21:45,-9.85
06/09/2019 01:00,114.53
06/09/2019 02:45,278.42
06/09/2019 05:45,161.16
06/09/2019 06:15,232.78
06/09/2019 07:30,492.93
06/09/2019 08:15,572.56
06/09/2019 09:30,832.09
06/09/2019 10:45,1110.27
06/09/2019 11:15,1223.98
06/09/2019 11:30,1238.35
06/09/2019 12:30,1357.67
06/09/2019 15:00,1471.97
06/09/2019 16:30,1412.22
06/09/2019 17:15,1358.14
06/09/2019 19:45,869.21
06/09/2019 20:30,683.19
06/09/2019 22:15,722.2
06/09/2019 22:45,768.87
07/09/2019 02:30,390.37
07/09/2019 07:00,150.72
07/09/2019 07:15,140.79
07/09/2019 08:45,146.8
07/09/2019 11:30,401.52
07/09/2019 13:45,730.54
07/09/2019 15:45,1160.78
07/09/2019 16:30,1349.97
07/09/2019 18:30,1463.12
07/09/2019 20:15,1331.35
07/09/2019 22:00,1342.98
07/09/2019 22:15,1350.94
08/09/2019 03:45,911.95
08/09/2019 06:00,845.69
08/09/2019 10:00,402.88
08/09/2019 11:00,565.39
08/09/2019 15:45,318.96
08/09/2019 19:15,130.57
08/09/2019 19:30,121.27
09/09/2019 00:15,41.49
09/09/2019 01:15,16.98
09/09/2019 03:15,6.71
09/09/2019 09:30,352.1
09/09/2019 13:00,780.17
09/09/2019 15:45,255.47
09/09/2019 16:15,139.17
09/09/2019 17:30,43.53
09/09/2019 19:30,57.66
09/09/2019 19:45,53.8
09/09/2019 21:15,29.22
09/09/2019 22:45,109.8
10/09/2019 00:45,115.08
10/09/2019 01:00,86.38
10/09/2019 02:15,27.03
10/09/2019 03:00,13.95
10/09/2019 03:30,2.37
10/09/2019 04:45,-10.81
10/09/2019 10:30,-8.14
10/09/2019 12:15,-5.9
10/09/2019 12:30,-3.59
10/09/2019 13:45,-6.86
10/09/2019 15:30,-3.12
10/09/2019 17:45,53.13
10/09/2019 18:45,66.38
10/09/2019 19:00,50.32
10/09/2019 19:30,25.96
10/09/2019 20:15,3.87
10/09/2019 20:45,7.81
10/09/2019 21:45,66.65
11/09/2019 04:00,446.56
11/09/2019 04:45,443.25
11/09/2019 05:45,451.62
11/09/2019 09:00,1240.42
11/09/2019 12:00,1466.9
11/09/2019 14:45,1469.39
11/09/2019 15:00,1465.65
11/09/2019 16:15,1462.7
11/09/2019 17:30,1442.43
11/09/2019 18:45,1446.16
11/09/2019 19:45,1435.8
11/09/2019 22:00,1294.14
11/09/2019 23:45,1073.84
12/09/2019 01:45,840.05
12/09/2019 02:00,807.9
12/09/2019 02:45,518.47
12/09/2019 03:00,467.7
12/09/2019 03:30,328.55
12/09/2019 05:15,239.52
12/09/2019 06:15,349.14
12/09/2019 07:00,313.86
12/09/2019 09:45,392.39
12/09/2019 14:30,622.28
12/09/2019 15:00,602.67
12/09/2019 15:45,778.29
12/09/2019 16:45,1114.36
12/09/2019 18:00,1251.61
12/09/2019 20:15,1441.37
12/09/2019 20:30,1422.97
12/09/2019 21:15,1426.94
12/09/2019 23:30,1445.19
13/09/2019 06:45,272.47
13/09/2019 08:30,340.9
13/09/2019 11:30,201.45
13/09/2019 12:00,149.8
13/09/2019 12:15,159.33
13/09/2019 14:00,280.96
13/09/2019 14:15,256.57
13/09/2019 14:30,218.25
13/09/2019 15:15,245.82
13/09/2019 16:00,245.62
13/09/2019 18:15,259.17
13/09/2019 20:00,366.73
13/09/2019 22:00,180.52
13/09/2019 22:30,186.9
13/09/2019 23:00,269.8
13/09/2019 23:45,269.11
14/09/2019 01:00,317.52
14/09/2019 01:15,298.3
